Course,Previous qualification,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Gender,Age at enrollment,Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),GDP,Target
17,1,22,27,6,6,1,36,5,5,5,13.8,0,5,6,5,13.8,-1.7,Graduate
13,17,23,14,10,10,1,36,7,16,1,12,0,7,13,0,0,2.02,Need Additional Support
14,1,23,14,1,2,1,19,6,9,4,11.25,0,6,11,3,10.16666667,1.74,Need Additional Support
17,1,1,27,5,7,1,25,5,6,4,10.5,0,5,6,5,12,-3.12,Graduate
4,12,22,27,10,8,1,35,18,20,18,11.55555556,11,13,13,13,11.61538462,-4.06,Graduate
10,1,1,1,6,6,1,20,6,13,1,14,0,6,7,0,0,-0.92,Need Additional Support
4,1,22,27,10,8,1,35,6,17,1,13,0,6,8,0,0,-4.06,Need Additional Support
10,1,22,27,1,1,0,27,6,13,2,11,0,6,14,1,11,0.32,Need Additional Support
12,1,13,3,10,6,0,18,8,8,7,13.68142857,0,8,8,7,13.68142857,1.74,Enrolled
12,1,23,14,10,11,0,23,7,11,6,12.1,0,7,7,6,12.61666667,-0.92,Enrolled
3,1,13,1,6,11,0,19,6,8,4,10.5,0,6,8,4,11.25,1.74,Graduate
12,1,22,27,8,8,0,18,7,10,5,11.94,0,7,8,6,12.8,2.02,Enrolled
12,1,13,14,4,8,0,26,7,11,4,12.86,0,7,10,5,11.56666667,1.79,Need Additional Support
10,1,1,28,10,8,0,19,6,10,6,14.25,0,6,7,6,14,-0.92,Graduate
12,1,23,14,8,8,0,19,7,0,0,0,0,8,0,0,0,-1.7,Need Additional Support
2,1,13,14,6,2,0,18,0,0,0,0,0,0,0,0,0,0.79,Need Additional Support
12,1,13,1,10,8,0,19,7,7,7,13.89428571,0,8,8,8,14.3625,2.02,Graduate
12,1,22,27,10,9,0,19,7,8,7,13.46875,0,8,8,8,13.31375,-4.06,Graduate
6,1,23,27,10,10,0,19,5,5,5,13.6,0,5,5,5,14.6,1.74,Graduate
3,14,1,27,10,8,0,21,6,6,6,14.66666667,2,6,6,6,13.83333333,1.79,Graduate
15,1,1,1,4,6,0,18,6,6,6,13.66666667,0,6,7,6,13,-4.06,Graduate
11,3,23,27,10,4,0,33,12,22,10,13.3,9,11,11,11,13.72727273,-3.12,Graduate
3,3,13,27,6,4,0,32,11,13,11,13.45454545,5,11,13,7,12.42857143,-1.7,Graduate
12,1,13,14,2,5,0,17,8,8,8,13.41625,0,8,8,8,13.41625,-3.12,Graduate
12,1,13,14,10,8,0,31,7,0,0,0,0,8,0,0,0,-1.7,Need Additional Support
3,1,13,14,10,8,0,32,6,6,6,11.33333333,0,6,8,5,13,-4.06,Graduate
6,1,25,30,4,8,0,18,6,8,6,16,0,6,10,6,14.625,2.02,Need Additional Support
5,9,22,14,4,8,0,31,6,8,5,11,4,6,12,6,10.16666667,3.51,Enrolled
11,1,1,1,10,11,1,20,6,8,6,12.85714286,0,6,9,5,12.4,3.51,Enrolled
17,1,3,14,2,2,1,40,5,5,0,0,0,5,6,0,0,1.74,Need Additional Support
17,1,22,14,10,10,1,32,5,5,5,14.8,0,5,5,5,14.2,0.32,Graduate
7,3,13,14,2,2,1,40,5,7,1,13,2,5,5,2,14,-1.7,Need Additional Support
2,1,1,1,5,10,1,18,0,0,0,0,0,0,0,0,0,-0.92,Graduate
17,1,22,27,10,10,1,28,9,14,4,10,1,6,6,1,10,-1.7,Need Additional Support
5,1,1,1,4,2,1,19,6,11,5,11.2,0,6,7,6,12,-3.12,Graduate
15,1,1,27,6,10,1,19,6,8,6,11.83333333,0,6,11,3,13,-4.06,Graduate
9,1,23,27,8,8,1,21,5,0,0,0,0,5,0,0,0,1.74,Need Additional Support
9,1,13,1,1,5,1,22,5,8,2,10.5,0,5,10,0,0,0.32,Need Additional Support
7,1,3,1,4,4,1,18,5,8,5,12.5,0,5,7,5,13.57142857,1.79,Need Additional Support
2,1,10,3,6,3,1,27,0,0,0,0,0,0,0,0,0,-3.12,Need Additional Support
2,1,1,3,3,3,1,19,10,10,5,11,2,7,8,2,10,3.51,Enrolled
17,1,22,27,10,10,1,30,10,14,9,12.33333333,7,10,12,8,12,-3.12,Graduate
8,14,1,3,5,2,1,28,6,9,0,0,0,6,8,1,10,-0.92,Need Additional Support
7,1,22,27,10,10,1,34,5,14,1,17,0,5,10,2,11,-3.12,Enrolled
9,1,1,1,5,5,1,21,5,5,5,11,0,5,11,3,11.42857143,1.74,Enrolled
10,1,1,14,10,10,1,20,6,11,5,11.14285714,0,6,9,6,11.57142857,-0.92,Graduate
11,1,10,14,10,10,1,31,8,19,5,12.16666667,3,7,12,5,12,0.32,Need Additional Support
7,1,1,1,10,10,1,21,5,9,2,11,0,5,8,2,11.5,0.32,Need Additional Support
14,12,19,24,1,1,1,27,5,8,1,11,0,5,6,3,10.66666667,0.32,Need Additional Support
15,1,23,28,10,10,1,19,6,10,4,13.25,0,6,13,5,11.8,0.32,Graduate
15,1,3,1,3,8,1,21,6,7,0,0,0,6,11,1,10,1.74,Enrolled
4,14,13,14,5,5,1,21,6,17,2,12.5,0,6,10,0,0,-0.92,Need Additional Support
14,1,19,24,13,13,1,35,10,10,7,12.14285714,4,9,9,4,12.25,0.32,Need Additional Support
6,1,22,26,12,8,1,28,5,8,3,12,0,5,10,3,11.33333333,0.32,Need Additional Support
14,1,1,1,5,4,1,24,6,6,4,11.25,0,6,9,4,10.42857143,1.74,Enrolled
15,1,19,1,6,11,1,19,4,8,0,0,0,6,0,0,0,-3.12,Need Additional Support
14,1,1,1,5,9,1,20,6,7,5,12.4,0,6,8,4,13,0.79,Enrolled
5,1,3,14,5,5,1,20,6,6,6,12.83333333,0,6,8,6,12.66666667,-0.92,Graduate
7,1,22,27,10,7,1,19,5,7,1,13,0,5,7,2,10,-3.12,Enrolled
6,1,25,1,6,7,1,37,7,7,5,12,3,7,7,3,11.66666667,3.51,Need Additional Support
11,1,22,28,10,9,1,19,6,13,2,12,0,6,12,1,13,0.32,Need Additional Support
12,1,22,27,10,9,1,36,7,18,0,0,0,7,7,0,0,0.79,Need Additional Support
9,9,22,27,10,10,1,29,5,0,0,0,0,5,0,0,0,-3.12,Need Additional Support
4,1,23,27,10,5,1,30,6,10,6,11.375,0,6,10,5,11.6,0.79,Graduate
14,12,2,1,4,11,1,32,6,15,2,12,0,6,7,0,0,2.02,Need Additional Support
3,1,3,1,3,10,1,26,6,6,6,11.83333333,0,6,6,6,11.66666667,1.74,Enrolled
4,14,22,27,5,8,1,37,6,17,1,12,0,6,23,2,10.5,-0.92,Need Additional Support
7,1,1,10,5,4,1,27,6,7,3,12,2,6,7,2,11,0.79,Need Additional Support
15,1,23,1,6,8,1,18,6,7,6,12.71428571,0,6,8,5,11.83333333,0.79,Graduate
12,1,23,27,10,10,1,18,8,8,8,15.3,0,8,8,8,15.3,-3.12,Graduate
4,12,23,14,5,2,1,32,8,12,2,11.5,0,7,9,0,0,-4.06,Need Additional Support
7,14,3,14,4,5,1,20,5,12,1,13,0,5,8,3,12.6,1.79,Enrolled
4,1,3,3,2,3,1,22,6,12,0,0,0,6,10,0,0,-0.92,Need Additional Support
12,1,1,14,4,4,0,32,7,0,0,0,0,8,0,0,0,1.79,Need Additional Support
9,1,1,27,10,10,0,21,5,8,4,11,0,5,8,5,12,0.32,Enrolled
14,1,1,1,5,8,0,19,6,7,3,12.66666667,0,6,10,5,13.125,1.74,Need Additional Support
15,1,13,1,10,10,0,18,6,6,6,13.5,0,6,6,6,14,3.51,Graduate
9,1,1,1,10,8,0,18,5,7,5,12,0,5,10,5,11.4,3.51,Graduate
9,2,3,27,3,6,0,38,5,6,0,0,0,5,5,0,0,-4.06,Need Additional Support
16,1,19,24,1,1,0,21,6,8,5,11.8,0,6,8,4,10.5,0.32,Need Additional Support
10,1,19,27,6,6,0,21,6,12,2,11.5,0,6,13,1,13,-3.12,Need Additional Support
17,1,22,27,10,4,1,26,5,11,2,11.5,0,5,10,3,12,0.32,Enrolled
12,1,13,28,10,4,0,19,7,7,6,14.61666667,0,7,7,6,14.61666667,0.32,Graduate
12,1,13,27,10,10,0,19,8,8,7,14.06,0,8,8,7,14.06,1.74,Enrolled
11,1,1,1,10,11,0,18,6,9,4,11,0,6,12,3,11.33333333,0.32,Need Additional Support
9,3,22,27,10,10,0,25,5,0,0,0,0,5,0,0,0,-1.7,Need Additional Support
12,1,22,1,6,5,0,19,14,22,7,12.19230769,6,14,22,7,12.19230769,0.32,Graduate
11,1,1,14,10,10,0,18,6,6,6,12.83333333,0,6,7,6,12.33333333,0.79,Graduate
9,1,22,27,10,8,0,19,5,8,5,12.875,0,5,6,5,11.83333333,0.79,Graduate
10,1,13,28,10,8,0,22,6,6,6,12.16666667,0,6,6,6,12.5,1.79,Graduate
4,14,23,28,7,7,0,21,6,11,6,13.42857143,0,6,12,6,12.85714286,-4.06,Graduate
6,1,13,27,10,10,0,21,6,6,6,14.5,0,6,8,6,14.66666667,3.51,Graduate
16,1,23,28,4,8,0,20,7,7,7,12.14285714,0,7,7,7,12.85714286,2.02,Graduate
9,1,13,27,10,10,0,19,5,6,4,11.25,0,5,10,3,11.71428571,1.74,Enrolled
12,1,13,14,10,4,0,18,7,7,6,13.9,0,7,7,6,13.9,0.32,Graduate
12,1,13,14,10,9,0,26,7,12,3,13.76666667,0,7,11,3,12.06666667,0.79,Need Additional Support
9,2,19,24,1,1,0,31,15,17,13,11.61538462,11,14,14,11,12.54545455,0.32,Need Additional Support
10,1,22,28,10,9,0,18,6,6,6,15.16666667,0,6,7,6,14.14285714,2.02,Graduate
9,3,13,1,6,6,0,35,5,5,0,0,0,5,5,0,0,2.02,Need Additional Support
6,1,22,27,10,10,0,19,5,10,2,14.5,0,5,9,3,11.33333333,-1.7,Enrolled
10,1,13,28,8,8,0,19,6,9,5,10.8,0,6,8,6,10.71428571,-4.06,Graduate
12,1,3,1,5,4,0,18,7,7,7,13.99571429,0,8,9,8,14.95555556,2.02,Graduate
6,1,23,28,5,10,0,20,6,8,6,13.28571429,0,6,16,6,11.8,1.79,Graduate
2,1,1,1,10,6,0,19,12,12,12,12.75,4,11,16,11,13.25,3.51,Graduate
10,1,13,27,6,6,0,21,6,15,2,10.5,0,6,8,5,12.4,1.74,Enrolled
16,1,23,28,10,10,0,18,7,7,7,12.71428571,0,7,7,7,12.28571429,-0.92,Graduate
12,1,13,14,5,10,0,23,8,8,8,12.88625,0,8,8,8,12.88625,-3.12,Graduate
5,1,1,1,10,10,0,21,6,7,5,13,0,6,6,6,12.66666667,-0.92,Graduate
9,1,22,28,10,10,0,19,5,7,5,12.2,0,5,6,5,11.2,2.02,Graduate
9,1,23,14,4,8,0,19,5,8,4,12.8,0,5,10,3,14.5,1.74,Enrolled
6,16,13,27,5,10,0,20,11,15,11,13.78571429,4,9,9,9,13.88888889,3.51,Graduate
9,1,3,14,3,10,0,18,5,5,0,0,0,5,9,4,13.25,-0.92,Enrolled
12,1,22,27,10,8,0,18,8,8,8,14.50125,0,8,8,8,14.50125,-3.12,Graduate
12,1,1,14,5,5,0,19,7,7,6,14.35,0,7,7,6,14.35,0.32,Graduate
5,1,23,14,6,6,0,21,6,6,6,11.5,0,6,6,6,12.33333333,-3.12,Graduate
10,1,23,28,10,10,0,18,6,8,6,11.71428571,0,6,6,6,14.66666667,-1.7,Graduate
14,1,22,14,8,8,0,20,6,9,6,13.57142857,0,6,10,5,13.6,-4.06,Enrolled
15,1,13,28,10,6,0,18,6,6,5,13,0,6,6,6,13.66666667,-1.7,Graduate
12,1,13,14,10,8,0,18,7,8,7,13.56875,0,8,8,8,14.02625,-4.06,Graduate
17,1,22,27,10,10,0,32,5,5,5,10.2,0,5,9,4,11.25,-3.12,Enrolled
2,1,3,3,4,4,0,18,0,0,0,0,0,0,0,0,0,0.79,Graduate
16,1,13,27,10,10,0,19,6,8,5,12.2,0,6,8,5,11.8,1.74,Enrolled
12,1,1,14,10,4,0,18,8,8,8,14.15375,0,8,8,8,14.15375,-3.12,Graduate
12,1,1,1,5,6,0,18,8,8,0,0,0,8,8,0,0,-3.12,Need Additional Support
15,1,13,28,4,6,0,20,6,7,6,13.83333333,0,6,6,6,12.83333333,2.02,Graduate
14,1,1,10,5,5,0,19,6,7,6,13.42857143,0,6,6,4,14,1.79,Enrolled
12,1,23,27,10,6,0,19,8,8,7,12.45428571,0,8,8,7,12.45428571,1.74,Graduate
9,1,23,28,8,6,0,18,5,9,1,11,0,5,10,0,0,-3.12,Enrolled
12,1,1,14,5,8,0,18,7,0,0,0,0,8,0,0,0,-4.06,Need Additional Support
12,1,1,14,8,9,0,18,7,8,6,13.27166667,0,8,11,7,12.94375,1.79,Graduate
12,1,3,28,3,10,0,20,7,8,6,13.54833333,0,8,11,6,14.775,2.02,Enrolled
15,1,3,3,3,6,0,19,6,6,6,12.16666667,0,6,6,6,12.5,-0.92,Enrolled
11,1,23,14,4,4,0,21,6,16,2,11,0,6,12,0,0,-1.7,Need Additional Support
16,1,23,27,10,10,0,19,7,7,7,13.28571429,0,7,7,7,14.42857143,2.02,Graduate
10,1,13,28,5,10,0,20,6,6,6,13.33333333,0,6,7,6,14,-4.06,Graduate
12,1,1,1,10,5,0,21,8,8,8,13.2575,0,8,8,8,13.2575,-3.12,Graduate
6,14,22,28,10,7,0,23,6,7,0,0,0,6,7,0,0,2.02,Need Additional Support
10,1,1,28,6,9,0,18,6,10,6,12.66666667,0,6,6,2,11.5,-1.7,Need Additional Support
17,3,3,1,2,11,0,30,5,5,5,14.6,0,5,5,5,15.4,-1.7,Need Additional Support
6,1,7,14,5,2,0,20,5,13,0,0,0,5,5,0,0,-3.12,Need Additional Support
9,1,22,27,10,10,0,29,5,7,3,12.33333333,0,5,8,0,0,1.74,Need Additional Support
9,1,23,28,6,6,0,24,5,5,5,10.8,0,5,11,2,11,1.74,Enrolled
10,1,13,1,5,4,0,20,6,7,6,11.66666667,0,6,10,6,11.33333333,0.32,Graduate
3,1,22,27,10,10,0,27,6,6,4,12.5,0,6,6,6,14.33333333,0.79,Need Additional Support
9,3,22,27,10,10,0,23,5,0,0,0,0,5,0,0,0,0.32,Need Additional Support
5,1,13,14,25,32,0,23,6,6,6,15.33333333,0,6,6,6,14.16666667,2.02,Graduate
12,1,1,1,5,5,0,18,8,8,7,14.2,0,8,8,7,14.2,-1.7,Graduate
15,1,23,28,10,8,0,19,6,6,6,14.83333333,0,6,6,6,14.66666667,-1.7,Graduate
12,1,13,27,5,10,0,19,7,7,7,13.64285714,0,8,8,8,14.3875,0.79,Need Additional Support
15,1,1,28,9,9,0,18,6,6,6,13.83333333,0,6,6,6,14,2.02,Need Additional Support
5,1,1,1,5,8,0,19,6,6,6,11.83333333,0,6,7,6,13,-3.12,Graduate
15,1,1,28,5,8,0,18,6,7,6,13.42857143,0,6,10,6,13.5,0.79,Graduate
17,1,22,27,10,9,0,29,13,16,8,10.5,8,12,19,9,10.33333333,-3.12,Enrolled
13,12,22,27,4,8,0,24,7,10,6,11.41666667,0,8,9,8,11.9625,0.79,Graduate
13,1,22,28,10,9,0,19,7,16,2,12.75,0,7,12,2,11,3.51,Need Additional Support
13,1,1,28,5,10,0,19,7,10,6,11.15,0,7,7,7,12.81428571,-1.7,Enrolled
14,1,23,14,5,9,0,19,6,8,3,11.66666667,0,6,11,5,13.625,1.74,Enrolled
11,1,22,14,10,8,0,20,6,7,6,11.5,0,6,8,5,12.4,2.02,Graduate
15,1,1,14,10,10,0,18,6,6,6,13.83333333,0,6,6,6,12.66666667,1.74,Graduate
5,1,1,14,4,4,0,18,6,8,6,11.71428571,0,6,11,4,11.33333333,0.79,Need Additional Support
12,1,13,1,10,6,0,19,7,8,7,11.67857143,0,8,10,7,13.0375,1.79,Graduate
6,1,3,3,3,2,0,19,6,7,6,15.71428571,0,6,6,6,14.66666667,0.79,Need Additional Support
2,1,1,14,6,9,0,18,0,0,0,0,0,0,0,0,0,0.79,Graduate
15,1,13,27,10,7,0,19,6,6,6,13,0,6,7,6,13,1.74,Graduate
12,1,3,3,3,3,0,18,7,7,7,14.48571429,0,8,9,8,14.58888889,-0.92,Graduate
17,1,22,27,10,10,0,24,5,9,5,12.28571429,0,5,8,5,12.125,-0.92,Enrolled
12,1,13,14,6,7,0,28,7,12,4,13.375,0,7,7,5,13.5,0.79,Enrolled
12,1,1,1,5,5,0,20,8,8,7,11.57142857,1,8,8,7,11.57142857,-1.7,Graduate
12,1,22,28,10,10,0,19,8,8,7,12.65714286,0,8,8,7,12.65714286,-1.7,Graduate
9,1,22,27,10,10,0,22,5,9,2,10,0,5,11,1,10,-3.12,Need Additional Support
10,1,13,1,7,6,0,19,6,7,6,13.71428571,0,6,6,6,13.16666667,-1.7,Graduate
10,3,22,27,10,10,0,36,14,21,13,13.07142857,4,11,16,11,13,-0.92,Graduate
4,14,22,28,10,8,0,19,6,7,6,15.33333333,0,6,9,6,14,-4.06,Graduate
10,1,4,3,2,2,0,18,6,9,5,11.57142857,0,6,8,6,12.14285714,-0.92,Graduate
17,9,22,27,10,10,0,40,5,10,0,0,0,5,5,0,0,0.32,Need Additional Support
12,1,23,27,10,8,0,19,7,7,6,12.9,0,7,7,6,12.9,0.32,Graduate
12,1,22,27,10,10,0,38,8,12,5,13.126,1,8,12,5,13.126,1.74,Enrolled
6,3,22,27,8,8,0,32,10,20,4,11.5,3,9,13,3,11.66666667,-4.06,Need Additional Support
16,1,1,27,10,10,0,19,6,11,3,10.33333333,0,6,10,5,11.8,-3.12,Enrolled
5,1,3,1,5,5,0,19,6,6,6,13.5,0,6,7,6,13.42857143,3.51,Graduate
9,1,22,27,10,10,0,35,1,1,0,0,0,5,0,0,0,1.74,Need Additional Support
9,1,23,14,4,11,0,20,5,5,4,12,0,4,4,2,11.5,0.32,Enrolled
16,1,13,14,4,5,0,29,8,10,7,11.14285714,2,8,11,8,11.375,-1.7,Graduate
17,1,22,27,10,10,0,29,5,11,5,11.4,0,5,10,4,10.25,-4.06,Enrolled
12,1,22,27,8,8,0,19,8,8,7,12.77142857,0,8,8,7,12.77142857,-3.12,Enrolled
12,1,23,14,8,10,0,18,8,8,7,13.79857143,0,8,8,7,13.79857143,1.74,Graduate
3,12,23,14,1,11,0,25,6,7,6,13.33333333,0,6,6,6,13.5,0.32,Graduate
3,12,22,27,10,10,0,50,6,11,0,0,0,5,6,0,0,3.51,Need Additional Support
9,1,19,24,1,1,0,24,15,17,14,11.35714286,13,14,15,13,12.84615385,0.32,Need Additional Support
7,1,23,14,6,4,0,18,5,11,0,0,0,5,8,0,0,-3.12,Need Additional Support
6,1,23,28,29,38,0,20,6,13,6,15.69230769,0,6,13,5,14.42857143,-4.06,Graduate
4,1,1,27,5,10,0,20,18,19,18,15.05263158,11,13,13,13,14.53846154,-4.06,Graduate
17,1,22,27,10,10,0,21,10,20,6,11.5,5,10,17,5,12.4,-3.12,Need Additional Support
10,1,23,1,10,4,1,28,8,15,7,11,0,6,17,1,10,1.74,Enrolled
11,1,23,27,10,8,1,19,6,6,6,13,0,6,6,6,13.16666667,1.79,Graduate
12,1,22,27,10,8,1,18,8,8,8,12.93875,0,8,8,8,12.93875,-3.12,Graduate
2,1,22,27,10,10,1,22,0,0,0,0,0,0,0,0,0,-1.7,Graduate
4,14,22,27,10,11,1,25,6,6,0,0,0,6,8,0,0,-4.06,Need Additional Support
12,1,22,27,10,10,1,37,7,10,5,13,0,7,9,5,12.88,2.02,Need Additional Support
12,1,22,27,8,8,1,38,7,11,5,12.18,0,7,11,4,11.8125,2.02,Need Additional Support
14,1,13,28,10,10,1,36,6,13,3,11.33333333,0,6,12,5,11.4,0.79,Need Additional Support
12,1,13,1,10,10,1,18,8,8,7,13,0,8,8,7,13,-1.7,Graduate
14,1,1,1,1,1,1,19,5,5,0,0,0,6,0,0,0,-3.12,Need Additional Support
8,1,1,1,5,11,1,24,5,13,2,12.5,0,5,8,3,12.33333333,-3.12,Need Additional Support
10,1,1,1,4,4,1,20,6,9,5,11,0,6,9,5,12.16666667,2.02,Graduate
2,1,22,27,10,10,1,21,0,0,0,0,0,0,0,0,0,-1.7,Need Additional Support
17,1,22,27,10,10,1,32,5,5,0,0,0,5,5,0,0,0.32,Need Additional Support
17,12,23,28,8,9,1,39,5,9,0,0,0,5,5,1,10,-1.7,Need Additional Support
7,3,22,27,10,10,1,33,5,6,0,0,0,5,5,0,0,-1.7,Need Additional Support
14,1,22,28,6,9,1,20,5,5,5,12.4,0,5,5,4,10.75,-3.12,Graduate
4,1,23,14,10,8,1,19,6,8,6,15.5,0,6,10,6,14.1,-0.92,Graduate
17,1,22,27,6,9,1,43,5,13,2,11.5,0,5,12,3,10.8,0.79,Need Additional Support
17,1,22,27,8,9,1,49,5,7,4,13.33333333,0,5,9,4,11.6,-0.92,Need Additional Support
15,1,23,28,6,8,1,18,6,8,6,12.66666667,0,6,6,6,13.5,-1.7,Graduate
4,1,1,27,29,44,1,27,6,6,0,0,0,6,6,0,0,2.02,Enrolled
9,1,1,14,10,10,1,19,5,8,5,12.6,0,5,9,5,13.6,3.51,Need Additional Support
5,1,22,27,10,11,1,45,6,6,6,13.5,0,6,6,0,0,-0.92,Need Additional Support
14,1,22,10,10,10,1,19,6,6,6,13,0,6,8,6,13,0.79,Graduate
4,14,1,3,10,7,1,21,6,15,6,11.71428571,0,6,8,4,11.75,0.79,Graduate
14,1,1,1,6,10,1,18,6,8,6,12.16666667,0,6,7,5,13,0.79,Graduate
9,1,22,27,6,8,1,18,5,10,0,0,0,5,13,0,0,-3.12,Need Additional Support
11,1,22,27,6,2,1,29,6,12,0,0,0,6,6,0,0,-3.12,Need Additional Support
14,1,1,1,5,10,1,19,5,6,5,11.5,0,5,5,5,11.6,-3.12,Graduate
9,1,13,14,10,8,1,18,5,7,4,11.25,0,5,6,4,12.25,1.79,Enrolled
5,14,1,1,10,10,1,22,7,7,7,12.28571429,5,9,10,8,12.375,1.79,Graduate
12,1,1,1,5,4,1,18,7,7,7,12.71857143,0,8,11,8,12.80555556,2.02,Need Additional Support
8,14,1,14,5,8,1,20,6,12,5,12.4,1,6,11,2,15,0.79,Enrolled
2,1,13,14,2,2,1,20,0,0,0,0,0,0,0,0,0,1.74,Need Additional Support
14,12,22,27,10,8,1,29,6,16,1,14,0,6,7,0,0,2.02,Need Additional Support
14,1,9,9,12,5,1,29,5,10,3,11.66666667,0,5,8,4,11.25,0.32,Need Additional Support
15,1,1,1,5,6,1,23,6,15,1,13,0,6,8,4,11.25,-3.12,Enrolled
2,1,3,10,3,10,1,19,0,0,0,0,0,0,0,0,0,1.74,Need Additional Support
7,1,23,28,10,10,1,18,5,10,0,0,0,5,11,1,12,0.32,Need Additional Support
11,1,2,2,19,17,1,22,6,13,4,11.5,2,6,12,2,12.5,0.32,Need Additional Support
17,1,22,27,10,10,1,34,10,10,7,11.71428571,4,10,10,6,11.5,1.74,Need Additional Support
17,4,3,3,3,2,1,26,5,7,5,12.6,0,5,7,5,13.71428571,0.79,Graduate
2,1,22,27,8,10,1,24,17,19,13,11.64285714,12,17,25,12,11.25,2.02,Need Additional Support
14,1,1,1,10,9,1,17,6,8,6,14.875,0,6,8,6,13.42857143,2.02,Graduate
14,1,3,3,5,5,1,21,5,11,2,10,0,5,10,3,10.33333333,-3.12,Enrolled
17,1,1,4,5,3,1,34,5,5,5,14.2,0,5,5,5,14.6,-1.7,Enrolled
4,14,13,28,7,8,1,19,6,8,6,12.71428571,0,6,9,6,13.5,1.79,Graduate
4,1,1,3,5,3,1,49,12,16,5,11.6,2,7,7,5,11.2,3.51,Need Additional Support
12,1,2,4,5,6,1,23,7,14,5,11.94,0,7,14,6,12.2,0.79,Need Additional Support
7,1,1,14,10,9,1,18,5,10,4,11.6,0,5,9,3,14.2,1.79,Need Additional Support
12,1,10,1,5,11,1,20,7,9,5,12.7,0,8,9,7,13.475,0.79,Enrolled
14,1,3,1,3,4,1,19,6,6,6,13.33333333,0,6,9,5,13.8,3.51,Graduate
4,14,3,1,3,7,1,24,9,13,8,13.33333333,5,10,12,9,13.11111111,-0.92,Enrolled
9,1,1,28,5,8,1,18,5,5,5,13.4,0,5,5,5,15,3.51,Graduate
11,12,19,24,1,1,1,45,6,12,0,0,0,6,12,0,0,-3.12,Need Additional Support
17,1,19,24,1,1,1,30,5,5,2,11,0,5,5,0,0,0.32,Need Additional Support
17,14,1,4,5,11,1,28,15,17,13,12,9,13,13,9,11.33333333,3.51,Need Additional Support
17,1,22,27,10,10,1,40,5,0,0,0,0,5,0,0,0,-1.7,Need Additional Support
9,12,23,14,5,11,1,32,5,5,0,0,0,5,9,0,0,1.74,Need Additional Support
11,1,13,27,6,6,1,19,6,12,4,12.5,0,6,12,4,10.25,0.32,Need Additional Support
5,1,1,14,4,10,1,20,6,7,6,13.66666667,0,6,7,6,12.16666667,-0.92,Graduate
7,1,1,3,5,3,1,18,5,10,1,10,0,5,7,0,0,-3.12,Need Additional Support
14,1,23,27,10,10,1,20,6,6,6,11.5,0,6,9,2,13,1.74,Need Additional Support
17,1,22,28,10,5,1,39,5,7,4,12.25,0,5,7,4,12.75,-4.06,Enrolled
6,1,13,28,5,9,1,19,6,11,5,13.6,0,6,11,5,13.66666667,2.02,Enrolled
17,9,22,27,10,10,1,38,5,11,2,10.5,0,5,9,3,11.33333333,0.32,Enrolled
12,1,13,27,5,10,1,18,7,7,6,13.26666667,0,7,7,6,13.26666667,0.32,Graduate
12,1,13,28,10,7,1,18,7,8,7,12.5125,0,8,8,8,14.1875,0.79,Graduate
8,7,19,24,1,1,1,28,5,9,0,0,0,5,5,0,0,0.32,Need Additional Support
14,1,22,27,10,10,1,31,6,14,0,0,0,6,6,0,0,-1.7,Need Additional Support
12,1,2,14,4,10,1,23,7,7,6,13.48333333,0,7,7,6,13.48333333,0.32,Graduate
12,1,23,14,32,44,1,21,7,9,6,12.565,0,8,12,5,12.16,2.02,Enrolled
10,12,22,27,10,10,1,33,6,8,0,0,0,5,6,0,0,-0.92,Need Additional Support
9,1,22,27,6,4,1,22,5,9,3,13,0,5,9,3,11.66666667,-1.7,Need Additional Support
7,14,13,27,10,10,1,20,5,6,5,16.5,0,5,7,5,17.71428571,1.79,Need Additional Support
14,1,22,28,4,4,1,19,6,7,6,13.16666667,0,6,9,5,13.2,3.51,Enrolled
6,14,23,28,5,2,1,20,6,11,6,13.8,1,6,7,6,13.14285714,-0.92,Graduate
11,9,22,27,6,8,1,25,6,7,6,11.16666667,0,6,11,4,11.8,-3.12,Enrolled
4,1,1,1,10,5,1,25,6,0,0,0,0,6,0,0,0,0.79,Need Additional Support
5,1,4,14,3,11,1,19,6,7,6,12.66666667,0,6,8,6,12.14285714,-3.12,Enrolled
14,1,2,1,3,5,1,20,5,5,5,12.6,0,5,6,4,14.5,0.32,Graduate
12,12,13,14,5,5,1,33,7,7,5,13.06,0,7,9,0,0,-0.92,Enrolled
15,1,1,27,6,6,1,19,6,7,6,13.83333333,0,6,8,6,13.625,0.32,Graduate
8,12,19,24,13,13,1,31,5,5,0,0,0,5,5,0,0,0.32,Need Additional Support
7,14,3,28,3,4,1,24,6,6,2,16,2,7,7,2,16,3.51,Need Additional Support
7,14,13,3,4,5,1,23,5,5,0,0,0,5,5,0,0,-4.06,Need Additional Support
17,1,1,3,2,3,1,26,5,12,3,10.66666667,0,5,11,3,10.66666667,-3.12,Need Additional Support
5,2,22,27,7,7,1,38,18,18,18,14.5,13,18,18,18,14.5,-0.92,Graduate
7,1,13,14,8,4,1,20,5,6,5,14,0,5,7,5,13.8,3.51,Graduate
